	Time	VacSampleX	VacSampleY	Energy	Pilatus_Tiff	Pilatus_Trigger	Pilatus_filename	PilatusAcqTime	Keysight1	Keysight2	Keysight3	Keysight4	Keysight1:StandardDeviation	Keysight2:StandardDeviation	Keysight3:StandardDeviation	Keysight4:StandardDeviation	PilatusPos	SampleName	SampleThickness	Empty_Index	Background_Index	Reference_Index	MaskFile	BackGround_SubtractionFactor	x_Center	y_Center	SampleToDet_Distance
0	34.827	132.99999999999991	-1.0999999999958527e-05	7000.002692	378.0	379.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00378.tif	600.0	2.2993175707154787e-06	5.430642595673874e-10	5.540261148086521e-13	2.933571314475872e-07	2.642886506973073e-09	2.69551369036128e-11	2.4600550507155943e-14	3.44247630385555e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
1	639.8340000000001	122.99999999999987	-3.999999999958464e-06	7000.002692	379.0	380.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00379.tif	300.0	2.1528534219269108e-06	5.432002325581396e-10	5.483372491694352e-13	2.934600365448505e-07	2.735894476166459e-09	2.427761762637352e-11	2.329991064176797e-14	3.70475067078327e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
2	944.835	112.99999999999987	4.163336342344337e-17	7000.002692	380.0	381.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00380.tif	10.0	1.337529272727273e-06	5.675809090909091e-10	5.626722727272727e-13	2.930907272727273e-07	2.5145579767010377e-10	1.6863055152934454e-11	1.2175043499642289e-14	6.612728772465015e-11	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
3	963.534	88.15999999999991	1.0000000000417659e-06	7000.002692	381.0	382.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00381.tif	600.0	1.4488232712146428e-06	5.8200302828619e-10	5.45635450915142e-13	2.918485940099833e-07	7.234392630897871e-09	3.0772020053086e-11	2.014421780730135e-14	1.5523205934657007e-09	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
4	1567.693	83.09999999999991	4.163336342344337e-17	7000.002692	382.0	383.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00382.tif	600.0	9.860936056572376e-07	5.657099001663896e-10	5.56691207986688e-13	2.900035940099833e-07	1.5814973461569682e-09	2.4581832057911194e-11	2.25467718497572e-14	4.827975851541582e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
5	2475.185	73.02999999999993	3.0000000000415983e-06	7000.002692	384.0	385.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00384.tif	300.0	1.0632855681063122e-06	5.681103986710957e-10	5.305718604651162e-13	2.9051063455149515e-07	2.4577139932966464e-09	2.6727524536337692e-11	2.8287434244445007e-14	6.574411603600299e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
6	4410.358	53.26999999999987	4.163336342344337e-17	7000.002692	388.0	389.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00388.tif	600.0	1.0474978069883517e-06	5.453451247920136e-10	5.636258336106489e-13	2.9183099833610676e-07	2.2843143506716228e-09	2.7896030255684646e-11	3.723782325278438e-14	6.991254787212992e-10	3012.8740000000003	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
7	36.196	132.99999999999991	-1.9999999999581984e-06	8003.995109	396.0	397.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00396.tif	600.0	1.695967722129783e-06	5.680203660565723e-10	5.608303444259562e-13	1.5177117404326127e-07	2.015750055850081e-09	2.7149836633009703e-11	2.3901302479561823e-14	1.8130104483554198e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
8	641.2909999999999	122.99999999999987	4.163336342344337e-17	8003.995109	397.0	398.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00397.tif	300.0	1.6228405083056475e-06	5.769194684385382e-10	5.266505880398673e-13	1.5177903322259146e-07	1.8588226212929971e-09	2.267339310843957e-11	2.3069203137004782e-14	1.7756892978761414e-10	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
9	946.289	112.99999999999987	2.000000000041465e-06	8003.995109	398.0	399.0	/messung/kmc/daten/2020/20_kw29tg14/pilatus_2020kw29tg14_00398.tif	10.0	1.1568163636363638e-06	5.833163636363634e-10	5.348942727272727e-13	1.515700090909091e-07	1.8688513730488483e-10	1.5988981376389963e-11	6.887281061361013e-15	2.9362678847325456e-11	3012.875	NaN	NaN	NaN	NaN	NaN	NaN	1.0	457.0	557.0	0.802
